dataset,seed,C,alpha,train_accuracy,val_accuracy,test_accuracy,train_f1_weighted,val_f1_weighted,test_f1_weighted,train_val_gap,train_test_gap,coef_l2_norm
uci_glass_identification,7,300.0,0.0033333333333333335,0.7315436241610739,0.625,0.6363636363636364,0.7066113830243281,0.6000457875457875,0.6128797289666855,0.10654362416107388,0.09517998779743753,29.701368391444205
uci_glass_identification,7,1000.0,0.001,0.7315436241610739,0.59375,0.6666666666666666,0.7066113830243281,0.5449862637362637,0.6376727137596703,0.13779362416107388,0.06487695749440725,37.17662956116222
uci_glass_identification,21,0.0001,10000.0,0.35570469798657717,0.34375,0.36363636363636365,0.18665692072562962,0.17587209302325582,0.19393939393939394,0.011954697986577167,-0.007931665649786479,0.008898578013606245
uci_glass_identification,21,0.0003,3333.3333333333335,0.35570469798657717,0.34375,0.36363636363636365,0.18665692072562962,0.17587209302325582,0.19393939393939394,0.011954697986577167,-0.007931665649786479,0.026404632870927907
uci_glass_identification,21,0.001,1000.0,0.3624161073825503,0.34375,0.36363636363636365,0.20141992367416767,0.17587209302325582,0.19393939393939394,0.018666107382550312,-0.0012202562538133344,0.08473831235304526
uci_glass_identification,21,0.003,333.3333333333333,0.48322147651006714,0.46875,0.42424242424242425,0.3919820554954577,0.375,0.3595396691371924,0.014471476510067138,0.058979052267642884,0.22868525917637375
uci_glass_identification,21,0.01,100.0,0.5771812080536913,0.53125,0.45454545454545453,0.5222048086142046,0.4699074074074074,0.43007789034775545,0.04593120805369133,0.1226357535082368,0.565217796539681
uci_glass_identification,21,0.03,33.333333333333336,0.610738255033557,0.53125,0.48484848484848486,0.5645090638595727,0.4583333333333333,0.4522868435911914,0.07948825503355705,0.1258897701850722,1.061457491639077
uci_glass_identification,21,0.1,10.0,0.6711409395973155,0.53125,0.5151515151515151,0.6331983606919964,0.4583333333333333,0.47107438016528924,0.13989093959731547,0.15598942444580033,1.892680097400293
uci_glass_identification,21,0.3,3.3333333333333335,0.7046979865771812,0.53125,0.5454545454545454,0.6668418824115239,0.48301630434782605,0.5121053798169786,0.1734479865771812,0.15924344112263578,3.0823773184712597
uci_glass_identification,21,1.0,1.0,0.7181208053691275,0.5625,0.5454545454545454,0.6851721525646766,0.5364583333333333,0.5192706283615375,0.15562080536912748,0.17266625991458207,5.192193381425968
uci_glass_identification,21,3.0,0.3333333333333333,0.7651006711409396,0.59375,0.5454545454545454,0.7361491505230761,0.5686011904761904,0.5269666360575451,0.1713506711409396,0.2196461256863942,8.477510378390129
uci_glass_identification,21,10.0,0.1,0.7651006711409396,0.65625,0.5454545454545454,0.7492534123488138,0.6498511904761904,0.5591919191919192,0.1088506711409396,0.2196461256863942,14.112534886506399
uci_glass_identification,21,30.0,0.03333333333333333,0.785234899328859,0.65625,0.5151515151515151,0.7830265513465826,0.6438988095238095,0.5310245310245311,0.12898489932885904,0.2700833841773439,20.85468947448889
uci_glass_identification,21,100.0,0.01,0.785234899328859,0.6875,0.48484848484848486,0.7852436351097786,0.6781250000000001,0.5040404040404041,0.09773489932885904,0.3003864144803742,29.797986107173546
uci_glass_identification,21,300.0,0.0033333333333333335,0.7785234899328859,0.65625,0.48484848484848486,0.7788330142254,0.6519345238095238,0.5077134986225895,0.12227348993288589,0.29367500508440103,39.14183780514683
uci_glass_identification,21,1000.0,0.001,0.7785234899328859,0.65625,0.48484848484848486,0.7788330142254,0.6519345238095238,0.5077134986225895,0.12227348993288589,0.29367500508440103,51.128384381255515
